date,pincode,district,latitude,longitude,disease_type,symptoms,reported_cases
2026-07-17,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-07-17,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-17,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-17,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-17,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-17,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-07-17,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-07-17,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-07-18,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-07-18,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-18,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",8
2026-07-18,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-18,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-18,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",4
2026-07-18,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-07-18,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-19,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-07-19,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-07-19,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-19,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-19,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-19,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-07-19,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",7
2026-07-19,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-20,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-07-20,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-07-20,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-20,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-20,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-20,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-07-20,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-07-20,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-21,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-07-21,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-07-21,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-21,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-21,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-21,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-07-21,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",7
2026-07-21,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-07-22,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-07-22,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-22,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-22,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-22,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-07-22,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-07-22,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-07-22,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-23,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",5
2026-07-23,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-23,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-23,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-07-23,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-23,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-07-23,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-07-23,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-24,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",6
2026-07-24,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-24,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-24,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-24,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-07-24,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-07-24,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-07-24,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-25,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",2
2026-07-25,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-25,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-25,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-25,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-25,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-07-25,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-07-25,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-26,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-07-26,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-26,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-26,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-26,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-26,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",5
2026-07-26,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-07-26,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-27,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-07-27,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-27,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-27,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-27,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-07-27,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-07-27,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-07-27,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-28,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-07-28,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-28,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-28,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-28,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-07-28,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",4
2026-07-28,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-07-28,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-29,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",6
2026-07-29,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-07-29,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-29,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-29,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-29,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-07-29,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-07-29,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-07-30,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",5
2026-07-30,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-07-30,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-30,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-30,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-30,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",8
2026-07-30,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",5
2026-07-30,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-07-31,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",6
2026-07-31,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-07-31,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-07-31,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-07-31,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-07-31,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-07-31,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",3
2026-07-31,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-01,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",0
2026-08-01,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-01,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-01,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-01,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-01,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",7
2026-08-01,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-01,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-02,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",0
2026-08-02,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-02,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-02,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-02,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-02,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",6
2026-08-02,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",6
2026-08-02,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-03,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-03,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-03,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-03,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-03,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-03,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-08-03,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-03,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-04,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-04,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-04,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-04,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-04,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-04,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-08-04,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-04,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-05,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-05,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",0
2026-08-05,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-05,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-05,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-05,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",1
2026-08-05,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-05,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-06,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",6
2026-08-06,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-06,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-06,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",0
2026-08-06,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-06,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-08-06,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",2
2026-08-06,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-07,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",4
2026-08-07,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",7
2026-08-07,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-07,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",3
2026-08-07,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-07,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",8
2026-08-07,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-08-07,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",0
2026-08-08,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-08,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-08,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",5
2026-08-08,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-08,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-08,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
2026-08-08,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",1
2026-08-08,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-09,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",1
2026-08-09,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-09,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",8
2026-08-09,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",1
2026-08-09,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-09,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",2
2026-08-09,816109,Sahibganj,25.2494,87.642,Acute Diarrheal Disease / Cholera,"watery diarrhea, vomiting, dehydration, abdominal cramps",4
2026-08-09,822101,Palamu,24.0469,84.0699,Typhoid,"sustained fever, weakness, abdominal pain, loss of appetite",1
2026-08-10,814112,Deoghar,24.4823,86.6961,Kala-azar (Visceral Leishmaniasis),"prolonged fever, weight loss, spleen enlargement, anemia",3
2026-08-10,834001,Ranchi,23.3441,85.3096,Dengue,"high fever, severe headache, joint pain, skin rash",4
2026-08-10,826001,Dhanbad,23.7957,86.4304,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-10,827001,Bokaro,23.6693,86.1511,Dengue,"high fever, severe headache, joint pain, skin rash",2
2026-08-10,831001,Jamshedpur,22.8046,86.2029,Dengue,"high fever, severe headache, joint pain, skin rash",6
2026-08-10,833201,West Singhbhum,22.5497,85.7985,Malaria (P. falciparum),"cyclical fever with chills, sweating, headache, nausea",3
